Gene stable ID,UniProtKB/Swiss-Prot ID
ENSMUSG00000023232,Q8K0E7
ENSMUSG00000033831,Q8K0E8
ENSMUSG00000022749,Q8K0F1
ENSMUSG00000036613,Q8K0G5
ENSMUSG00000084128,Q8K0G8
ENSMUSG00000043866,Q8K0H5
ENSMUSG00000026435,Q8K0H7
ENSMUSG00000079445,Q8K0J2
ENSMUSG00000022708,Q8K0L9
ENSMUSG00000034105,Q8K0P3
ENSMUSG00000039031,Q8K0Q5
ENSMUSG00000021113,Q8K0S9
ENSMUSG00000021087,Q8K0T0
ENSMUSG00000024253,Q8K0T2
ENSMUSG00000025092,Q8K0U4
ENSMUSG00000035632,Q8K0V4
ENSMUSG00000001983,Q8K0Z7
ENSMUSG00000050721,Q8K124
ENSMUSG00000028830,Q8K135
ENSMUSG00000035473,Q8K157
ENSMUSG00000029149,Q8K177
ENSMUSG00000035031,Q8K182
ENSMUSG00000032788,Q8K183
ENSMUSG00000045107,Q8K190
ENSMUSG00000001158,Q8K194
ENSMUSG00000014633,Q8K199
ENSMUSG00000051730,Q8K1A0
ENSMUSG00000036686,Q8K1A6
ENSMUSG00000024965,Q8K1B8
ENSMUSG00000026634,Q8K1C0
ENSMUSG00000028703,Q8K1C9
ENSMUSG00000010110,Q8K1E0
ENSMUSG00000040174,Q8K1E6
ENSMUSG00000035517,Q8K1H1
ENSMUSG00000075284,Q8K1I7
ENSMUSG00000038806,Q8K1J5
ENSMUSG00000013736,Q8K1J6
ENSMUSG00000022789,Q8K1M6
ENSMUSG00000036257,Q8K1N1
ENSMUSG00000033149,Q8K1N2
ENSMUSG00000051934,Q8K1N4
ENSMUSG00000020464,Q8K1R3
ENSMUSG00000034290,Q8K1R7
ENSMUSG00000020099,Q8K1S3
ENSMUSG00000049988,Q8K1T1
ENSMUSG00000022488,Q8K1X4
ENSMUSG00000031782,Q8K1Z0
ENSMUSG00000036275,Q8K201
ENSMUSG00000028318,Q8K202
ENSMUSG00000066150,Q8K211
ENSMUSG00000024855,Q8K212
ENSMUSG00000046573,Q8K215
ENSMUSG00000030881,Q8K221
ENSMUSG00000027185,Q8K224
ENSMUSG00000043155,Q8K248
ENSMUSG00000003234,Q8K268
ENSMUSG00000061273,Q8K273
ENSMUSG00000039253,Q8K274
ENSMUSG00000032777,Q8K284
ENSMUSG00000034807,Q8K297
ENSMUSG00000036777,Q8K298
ENSMUSG00000031864,Q8K2A7
ENSMUSG00000033809,Q8K2A8
ENSMUSG00000021577,Q8K2B3
ENSMUSG00000054021,Q8K2C6
ENSMUSG00000040462,Q8K2C7
ENSMUSG00000031545,Q8K2C8
ENSMUSG00000033629,Q8K2C9
ENSMUSG00000038957,Q8K2D3
ENSMUSG00000026918,Q8K2F0
ENSMUSG00000066568,Q8K2F8
ENSMUSG00000001588,Q8K2H4
ENSMUSG00000036977,Q8K2H6
ENSMUSG00000033373,Q8K2I1
ENSMUSG00000040312,Q8K2I2
ENSMUSG00000040170,Q8K2I3
ENSMUSG00000058594,Q8K2I9
ENSMUSG00000020937,Q8K2J0
ENSMUSG00000047881,Q8K2J7
ENSMUSG00000026159,Q8K2K6
ENSMUSG00000020628,Q8K2L8
ENSMUSG00000020775,Q8K2M0
ENSMUSG00000023169,Q8K2P7
ENSMUSG00000027163,Q8K2Q0
ENSMUSG00000042198,Q8K2Q5
ENSMUSG00000046836,Q8K2Q7
ENSMUSG00000041362,Q8K2Q9
ENSMUSG00000063445,Q8K2T1
ENSMUSG00000071654,Q8K2T4
ENSMUSG00000003437,Q8K2T8
ENSMUSG00000042590,Q8K2V6
ENSMUSG00000022498,Q8K2W3
ENSMUSG00000042694,Q8K2X3
ENSMUSG00000022120,Q8K2Y0
ENSMUSG00000050212,Q8K2Y3
ENSMUSG00000037531,Q8K2Y7
ENSMUSG00000000378,Q8K2Y9
ENSMUSG00000020677,Q8K301
ENSMUSG00000037236,Q8K310
ENSMUSG00000047710,Q8K327
ENSMUSG00000034616,Q8K330
ENSMUSG00000028894,Q8K337
ENSMUSG00000037262,Q8K339
ENSMUSG00000031101,Q8K352
ENSMUSG00000046727,Q8K353
ENSMUSG00000022947,Q8K354
ENSMUSG00000038383,Q8K358
ENSMUSG00000001674,Q8K363
ENSMUSG00000039187,Q8K368
ENSMUSG00000029456,Q8K370
ENSMUSG00000035392,Q8K382
ENSMUSG00000040455,Q8K387
ENSMUSG00000039298,Q8K389
ENSMUSG00000038910,Q8K394
ENSMUSG00000029726,Q8K3A9
ENSMUSG00000035764,Q8K3B1
ENSMUSG00000028990,Q8K3C3
ENSMUSG00000002205,Q8K3G5
ENSMUSG00000020263,Q8K3G9
ENSMUSG00000040760,Q8K3H0
ENSMUSG00000059734,Q8K3J1
ENSMUSG00000026922,Q8K3K7
ENSMUSG00000026672,Q8K3K8
ENSMUSG00000020362,Q8K3P5
ENSMUSG00000052139,Q8K3W0
ENSMUSG00000078676,Q8K3W3
ENSMUSG00000034168,Q8K3X4
ENSMUSG00000030909,Q8K3X6
ENSMUSG00000053293,Q8K3Z9
ENSMUSG00000019790,Q8K400
ENSMUSG00000031536,Q8K409
ENSMUSG00000021193,Q8K411
ENSMUSG00000053964,Q8K419
ENSMUSG00000022651,Q8K426
ENSMUSG00000041797,Q8K449
ENSMUSG00000079592,Q8K479
ENSMUSG00000024053,Q8K482
ENSMUSG00000020227,Q8K4B2
ENSMUSG00000020261,Q8K4D3
ENSMUSG00000040532,Q8K4F5
ENSMUSG00000000916,Q8K4F6
ENSMUSG00000025085,Q8K4G5
ENSMUSG00000042292,Q8K4J6
ENSMUSG00000029599,Q8K4L0
ENSMUSG00000034607,Q8K4L4
ENSMUSG00000051355,Q8K4M5
ENSMUSG00000024400,Q8K4P0
ENSMUSG00000045576,Q8K4P7
ENSMUSG00000036103,Q8K4Q8
ENSMUSG00000040430,Q8K4R4
ENSMUSG00000003418,Q8K4T1
ENSMUSG00000023827,Q8K4X7
ENSMUSG00000028070,Q8K4Z3
ENSMUSG00000002129,Q8K4Z5
ENSMUSG00000024150,Q8K5B2
ENSMUSG00000022286,Q8K5C0
ENSMUSG00000026554,Q8N7N5
ENSMUSG00000020288,Q8N9S3
ENSMUSG00000055730,Q8QZR3
ENSMUSG00000022546,Q8QZR5
ENSMUSG00000041426,Q8QZS1
ENSMUSG00000032047,Q8QZT1
ENSMUSG00000044461,Q8QZV2
ENSMUSG00000040250,Q8QZV7
ENSMUSG00000079555,Q8QZX2
ENSMUSG00000050188,Q8QZX5
ENSMUSG00000033047,Q8QZY1
ENSMUSG00000037824,Q8QZY6
ENSMUSG00000068856,Q8QZY9
ENSMUSG00000030559,Q8QZZ8
ENSMUSG00000024277,Q8R001
ENSMUSG00000036109,Q8R003
ENSMUSG00000006411,Q8R007
ENSMUSG00000029610,Q8R010
ENSMUSG00000020840,Q8R016
ENSMUSG00000035048,Q8R034
ENSMUSG00000018858,Q8R035
ENSMUSG00000024446,Q8R040
ENSMUSG00000062203,Q8R050
ENSMUSG00000031253,Q8R054
ENSMUSG00000028671,Q8R059
ENSMUSG00000022684,Q8R079
ENSMUSG00000049858,Q8R086
ENSMUSG00000067995,Q8R0A0
ENSMUSG00000047412,Q8R0A2
ENSMUSG00000031824,Q8R0A7
ENSMUSG00000030101,Q8R0F3
ENSMUSG00000026309,Q8R0F6
ENSMUSG00000045316,Q8R0F8
ENSMUSG00000030741,Q8R0G7
ENSMUSG00000039509,Q8R0G9
ENSMUSG00000033128,Q8R0H9
ENSMUSG00000066278,Q8R0J7
ENSMUSG00000058063,Q8R0K2
ENSMUSG00000049957,Q8R0K4
ENSMUSG00000014859,Q8R0K9
ENSMUSG00000038781,Q8R0L1
ENSMUSG00000048930,Q8R0L9
ENSMUSG00000035642,Q8R0P4
ENSMUSG00000034312,Q8R0S2
ENSMUSG00000024425,Q8R0W6
ENSMUSG00000020097,Q8R0X7
ENSMUSG00000030088,Q8R0Y6
ENSMUSG00000040414,Q8R0Z5
ENSMUSG00000061947,Q8R121
ENSMUSG00000042642,Q8R123
ENSMUSG00000038936,Q8R127
ENSMUSG00000054675,Q8R138
ENSMUSG00000032590,Q8R146
ENSMUSG00000032077,Q8R149
ENSMUSG00000039501,Q8R151
ENSMUSG00000038286,Q8R164
ENSMUSG00000025786,Q8R173
ENSMUSG00000005505,Q8R179
ENSMUSG00000111688,Q8R179
ENSMUSG00000021831,Q8R180
ENSMUSG00000027459,Q8R184
ENSMUSG00000030738,Q8R1B4
ENSMUSG00000039714,Q8R1B5
ENSMUSG00000026796,Q8R1F1
ENSMUSG00000034586,Q8R1F6
ENSMUSG00000021418,Q8R1F9
ENSMUSG00000022235,Q8R1G2
ENSMUSG00000022090,Q8R1G6
ENSMUSG00000059325,Q8R1H0
ENSMUSG00000039699,Q8R1H8
ENSMUSG00000059534,Q8R1I1
ENSMUSG00000021621,Q8R1J3
ENSMUSG00000009563,Q8R1J9
ENSMUSG00000041765,Q8R1K1
ENSMUSG00000020359,Q8R1K4
ENSMUSG00000010830,Q8R1L4
ENSMUSG00000030060,Q8R1M0
ENSMUSG00000046010,Q8R1N0
ENSMUSG00000053838,Q8R1N4
ENSMUSG00000032435,Q8R1Q8
ENSMUSG00000029136,Q8R1Q9
ENSMUSG00000021235,Q8R1S0
ENSMUSG00000034190,Q8R1T1
ENSMUSG00000027957,Q8R1T4
ENSMUSG00000031753,Q8R1U1
ENSMUSG00000004394,Q8R1V4
ENSMUSG00000036580,Q8R1X6
ENSMUSG00000070426,Q8R1Z9
ENSMUSG00000039810,Q8R205
ENSMUSG00000029524,Q8R216
ENSMUSG00000029596,Q8R238
ENSMUSG00000057069,Q8R2E9
ENSMUSG00000022665,Q8R2G6
ENSMUSG00000025466,Q8R2K1
ENSMUSG00000003680,Q8R2K4
ENSMUSG00000039756,Q8R2M2
ENSMUSG00000041438,Q8R2N2
ENSMUSG00000032013,Q8R2Q0
ENSMUSG00000021666,Q8R2Q4
ENSMUSG00000037257,Q8R2R3
ENSMUSG00000039018,Q8R2R6
ENSMUSG00000052212,Q8R2S8
ENSMUSG00000015971,Q8R2S9
ENSMUSG00000026816,Q8R2T8
ENSMUSG00000079614,Q8R2U0
ENSMUSG00000036208,Q8R2U2
ENSMUSG00000026857,Q8R2U4
ENSMUSG00000020029,Q8R2U6
ENSMUSG00000018846,Q8R2W9
ENSMUSG00000026577,Q8R2X8
ENSMUSG00000025277,Q8R2Y0
ENSMUSG00000032135,Q8R2Y2
ENSMUSG00000072582,Q8R2Y8
ENSMUSG00000025374,Q8R2Y9
ENSMUSG00000042116,Q8R2Z5
ENSMUSG00000034216,Q8R307
ENSMUSG00000020023,Q8R310
ENSMUSG00000005312,Q8R317
ENSMUSG00000019715,Q8R322
ENSMUSG00000033970,Q8R323
ENSMUSG00000021938,Q8R326
ENSMUSG00000059518,Q8R331
ENSMUSG00000063895,Q8R332
ENSMUSG00000114797,Q8R332
ENSMUSG00000019659,Q8R344
ENSMUSG00000038416,Q8R349
ENSMUSG00000051343,Q8R361
ENSMUSG00000064284,Q8R3A2
ENSMUSG00000010660,Q8R3B1
ENSMUSG00000003778,Q8R3B7
ENSMUSG00000048170,Q8R3C0
ENSMUSG00000029594,Q8R3C6
ENSMUSG00000039678,Q8R3D1
ENSMUSG00000041895,Q8R3E3
ENSMUSG00000048755,Q8R3F5
ENSMUSG00000071645,Q8R3F9
ENSMUSG00000028882,Q8R3G1
ENSMUSG00000034127,Q8R3G9
ENSMUSG00000040151,Q8R3H7
ENSMUSG00000025413,Q8R3H9
ENSMUSG00000021650,Q8R3K3
ENSMUSG00000001472,Q8R3L2
ENSMUSG00000029635,Q8R3L8
ENSMUSG00000036693,Q8R3N1
ENSMUSG00000024287,Q8R3N6
ENSMUSG00000034263,Q8R3P6
ENSMUSG00000075229,Q8R3Q6
ENSMUSG00000030161,Q8R3R8
ENSMUSG00000036435,Q8R3S6
ENSMUSG00000060675,Q8R3U1
ENSMUSG00000026860,Q8R3V5
ENSMUSG00000044030,Q8R3Y8
ENSMUSG00000049760,Q8R404
ENSMUSG00000048878,Q8R409
ENSMUSG00000020739,Q8R480
ENSMUSG00000036155,Q8R4G6
ENSMUSG00000059495,Q8R4H2
ENSMUSG00000021629,Q8R4H9
ENSMUSG00000059883,Q8R4K2
ENSMUSG00000025545,Q8R4N0
ENSMUSG00000032842,Q8R4P9
ENSMUSG00000026999,Q8R4R6
ENSMUSG00000091900,Q8R4R6
ENSMUSG00000001089,Q8R4U7
ENSMUSG00000089824,Q8R4X3
ENSMUSG00000023066,Q8R4Y8
ENSMUSG00000054720,Q8R502
ENSMUSG00000040990,Q8R550
ENSMUSG00000009894,Q8R570
ENSMUSG00000020528,Q8R574
ENSMUSG00000026603,Q8R5A0
ENSMUSG00000026786,Q8R5A3
ENSMUSG00000051864,Q8R5A6
ENSMUSG00000037351,Q8R5C5
ENSMUSG00000021156,Q8R5C8
ENSMUSG00000040771,Q8R5F3
ENSMUSG00000116513,Q8R5F3
ENSMUSG00000026896,Q8R5F7
ENSMUSG00000006154,Q8R5F8
ENSMUSG00000020124,Q8R5H1
ENSMUSG00000035199,Q8R5J9
ENSMUSG00000025437,Q8R5K2
ENSMUSG00000028430,Q8R5K4
ENSMUSG00000027291,Q8R5L3
ENSMUSG00000032076,Q8R5M8
ENSMUSG00000021072,Q8VBT0
ENSMUSG00000042759,Q8VBT6
ENSMUSG00000025142,Q8VBT9
ENSMUSG00000039356,Q8VBV3
ENSMUSG00000034432,Q8VBV7
ENSMUSG00000031878,Q8VBW6
ENSMUSG00000002981,Q8VBZ3
ENSMUSG00000071647,Q8VC03
ENSMUSG00000033728,Q8VC16
ENSMUSG00000032786,Q8VC19
ENSMUSG00000038217,Q8VC26
ENSMUSG00000021213,Q8VC28
ENSMUSG00000034371,Q8VC30
ENSMUSG00000033773,Q8VC34
ENSMUSG00000024410,Q8VC42
ENSMUSG00000018733,Q8VC48
ENSMUSG00000021208,Q8VC49
ENSMUSG00000090083,Q8VC56
ENSMUSG00000059791,Q8VC65
ENSMUSG00000040043,Q8VC70
ENSMUSG00000037296,Q8VC85
ENSMUSG00000026893,Q8VC88
ENSMUSG00000033427,Q8VC97
ENSMUSG00000032091,Q8VCA5
ENSMUSG00000020877,Q8VCA8
ENSMUSG00000028614,Q8VCB1
ENSMUSG00000002968,Q8VCB2
ENSMUSG00000031613,Q8VCC1
ENSMUSG00000057074,Q8VCC2
ENSMUSG00000038156,Q8VCC9
ENSMUSG00000031935,Q8VCD5
ENSMUSG00000064037,Q8VCE2
ENSMUSG00000035172,Q8VCE9
ENSMUSG00000037523,Q8VCF0
ENSMUSG00000025575,Q8VCF1
ENSMUSG00000042729,Q8VCG3
ENSMUSG00000015083,Q8VCG4
ENSMUSG00000070953,Q8VCH5
ENSMUSG00000034926,Q8VCH6
ENSMUSG00000025921,Q8VCH7
ENSMUSG00000003464,Q8VCI5
ENSMUSG00000084174,Q8VCK7
ENSMUSG00000091780,Q8VCL2
ENSMUSG00000023393,Q8VCL5
ENSMUSG00000019320,Q8VCM2
ENSMUSG00000037216,Q8VCM4
ENSMUSG00000041241,Q8VCM5
ENSMUSG00000033860,Q8VCM7
ENSMUSG00000020238,Q8VCM8
ENSMUSG00000028179,Q8VCN5
ENSMUSG00000078941,Q8VCP8
ENSMUSG00000075000,Q8VCQ3
ENSMUSG00000115942,Q8VCQ3
ENSMUSG00000040451,Q8VCQ6
ENSMUSG00000034528,Q8VCR2
ENSMUSG00000004945,Q8VCR3
ENSMUSG00000079563,Q8VCS0
ENSMUSG00000033557,Q8VCS3
ENSMUSG00000041926,Q8VCT3
ENSMUSG00000056973,Q8VCT4
ENSMUSG00000033985,Q8VCT9
ENSMUSG00000076435,Q8VCW8
ENSMUSG00000020111,Q8VCX5
ENSMUSG00000035575,Q8VCY6
ENSMUSG00000041737,Q8VCZ2
ENSMUSG00000042303,Q8VCZ6
ENSMUSG00000037278,Q8VD00
ENSMUSG00000031153,Q8VD04
ENSMUSG00000038213,Q8VD31
ENSMUSG00000040848,Q8VD57
ENSMUSG00000093938,Q8VD58
ENSMUSG00000070354,Q8VD58
ENSMUSG00000032571,Q8VD65
ENSMUSG00000039959,Q8VD75
ENSMUSG00000029387,Q8VD76
ENSMUSG00000036814,Q8VDB9
ENSMUSG00000035202,Q8VDC0
ENSMUSG00000025241,Q8VDC1
ENSMUSG00000022443,Q8VDD5
ENSMUSG00000024101,Q8VDD8
ENSMUSG00000001228,Q8VDF2
ENSMUSG00000032380,Q8VDF3
ENSMUSG00000028636,Q8VDG5
ENSMUSG00000031853,Q8VDG6
ENSMUSG00000037366,Q8VDG7
ENSMUSG00000036352,Q8VDI7
ENSMUSG00000032059,Q8VDI9
ENSMUSG00000034088,Q8VDJ3
ENSMUSG00000013997,Q8VDK1
ENSMUSG00000027582,Q8VDM1
ENSMUSG00000006998,Q8VDM4
ENSMUSG00000040725,Q8VDM6
ENSMUSG00000033161,Q8VDN2
ENSMUSG00000006423,Q8VDP2
ENSMUSG00000019823,Q8VDP3
ENSMUSG00000033712,Q8VDP4
ENSMUSG00000030682,Q8VDP6
ENSMUSG00000072946,Q8VDQ1
ENSMUSG00000015149,Q8VDQ8
ENSMUSG00000022130,Q8VDR7
ENSMUSG00000032198,Q8VDR9
ENSMUSG00000040446,Q8VDS4
ENSMUSG00000029125,Q8VDS8
ENSMUSG00000044018,Q8VDT9
ENSMUSG00000027883,Q8VDU0
ENSMUSG00000038145,Q8VDU5
ENSMUSG00000024663,Q8VDV3
ENSMUSG00000005481,Q8VDW0
ENSMUSG00000028578,Q8VDY9
ENSMUSG00000034075,Q8VDZ4
ENSMUSG00000073910,Q8VE04
ENSMUSG00000024764,Q8VE10
ENSMUSG00000021987,Q8VE11
ENSMUSG00000020495,Q8VE18
ENSMUSG00000042447,Q8VE19
ENSMUSG00000023723,Q8VE22
ENSMUSG00000098375,Q8VE22
ENSMUSG00000028896,Q8VE37
ENSMUSG00000021906,Q8VE38
ENSMUSG00000032557,Q8VE47
ENSMUSG00000028899,Q8VE65
ENSMUSG00000027835,Q8VE70
ENSMUSG00000038545,Q8VE73
ENSMUSG00000025872,Q8VE80
ENSMUSG00000036136,Q8VE94
ENSMUSG00000116138,Q8VE95
ENSMUSG00000042111,Q8VE99
ENSMUSG00000034203,Q8VEA4
ENSMUSG00000044768,Q8VEB3
ENSMUSG00000031903,Q8VEB4
ENSMUSG00000042363,Q8VED9
ENSMUSG00000026005,Q8VEE0
ENSMUSG00000057604,Q8VEE1
ENSMUSG00000000751,Q8VEE4
ENSMUSG00000034724,Q8VEG6
ENSMUSG00000026426,Q8VEH3
ENSMUSG00000046785,Q8VEH5
ENSMUSG00000024878,Q8VEH6
ENSMUSG00000020311,Q8VEH8
ENSMUSG00000028848,Q8VEJ1
ENSMUSG00000020692,Q8VEJ4
ENSMUSG00000031913,Q8VEJ9
ENSMUSG00000032328,Q8VEK0
ENSMUSG00000039630,Q8VEK3
ENSMUSG00000111145,Q8VEK3
ENSMUSG00000023074,Q8VEL0
ENSMUSG00000061904,Q8VEM8
ENSMUSG00000032068,Q8VEN2
ENSMUSG00000067567,Q8VH37
ENSMUSG00000027620,Q8VH51
ENSMUSG00000028463,Q8VHB5
ENSMUSG00000075702,Q8VHC3
ENSMUSG00000019802,Q8VHE0
ENSMUSG00000025497,Q8VHF2
ENSMUSG00000026692,Q8VHG0
ENSMUSG00000041688,Q8VHG2
ENSMUSG00000020260,Q8VHI3
ENSMUSG00000034471,Q8VHK1
ENSMUSG00000027770,Q8VHK9
ENSMUSG00000037111,Q8VHL1
ENSMUSG00000069170,Q8VHN7
ENSMUSG00000022516,Q8VHN8
ENSMUSG00000042390,Q8VHR5
ENSMUSG00000068699,Q8VHX6
ENSMUSG00000032911,Q8VHY0
ENSMUSG00000026127,Q8VHZ7
ENSMUSG00000035506,Q8VI23
ENSMUSG00000038331,Q8VI24
ENSMUSG00000078941,Q8VI33
ENSMUSG00000052293,Q8VI33
ENSMUSG00000029528,Q8VI36
ENSMUSG00000025147,Q8VI63
ENSMUSG00000002319,Q8VI75
ENSMUSG00000024999,Q8VI84
ENSMUSG00000032661,Q8VI93
ENSMUSG00000041827,Q8VI94
ENSMUSG00000022747,Q8VIB3
ENSMUSG00000029249,Q8VIG1
ENSMUSG00000028820,Q8VIJ6
ENSMUSG00000040767,Q8VIK1
ENSMUSG00000035559,Q8VIK2
ENSMUSG00000111476,Q8VIK2
ENSMUSG00000041037,Q8VIM9
ENSMUSG00000031781,Q8WTY4
ENSMUSG00000054676,Q8WUR0
ENSMUSG00000024525,Q91UZ5
ENSMUSG00000004270,Q91V01
ENSMUSG00000025935,Q91V04
ENSMUSG00000030157,Q91V08
ENSMUSG00000031166,Q91V09
ENSMUSG00000028937,Q91V12
ENSMUSG00000035722,Q91V24
ENSMUSG00000075590,Q91V36
ENSMUSG00000026878,Q91V41
ENSMUSG00000025212,Q91V61
ENSMUSG00000024601,Q91V64
ENSMUSG00000031938,Q91V76
ENSMUSG00000036733,Q91V81
ENSMUSG00000008090,Q91V87
ENSMUSG00000056481,Q91V98
ENSMUSG00000007034,Q91VA1
ENSMUSG00000001100,Q91VA6
ENSMUSG00000027615,Q91VB4
ENSMUSG00000025580,Q91VC3
ENSMUSG00000037166,Q91VC7
ENSMUSG00000041028,Q91VC9
ENSMUSG00000024972,Q91VD1
ENSMUSG00000025968,Q91VD9
ENSMUSG00000059316,Q91VE0
ENSMUSG00000026377,Q91VE6
ENSMUSG00000026986,Q91VF2
ENSMUSG00000002365,Q91VH2
ENSMUSG00000058704,Q91VH6
ENSMUSG00000038650,Q91VI7
ENSMUSG00000037860,Q91VJ1
ENSMUSG00000037060,Q91VJ2
ENSMUSG00000024006,Q91VJ4
ENSMUSG00000031157,Q91VJ5
ENSMUSG00000020547,Q91VK1
ENSMUSG00000026223,Q91VK4
ENSMUSG00000033430,Q91VL8
ENSMUSG00000039382,Q91VM3
ENSMUSG00000037070,Q91VM5
ENSMUSG00000028013,Q91VM9
ENSMUSG00000051469,Q91VN1
ENSMUSG00000021494,Q91VN6
ENSMUSG00000020921,Q91VP7
ENSMUSG00000025781,Q91VR2
ENSMUSG00000037149,Q91VR5
ENSMUSG00000033940,Q91VR8
ENSMUSG00000008540,Q91VS7
ENSMUSG00000034066,Q91VS8
ENSMUSG00000059586,Q91VT1
ENSMUSG00000031641,Q91VT4
ENSMUSG00000029672,Q91VU0
ENSMUSG00000057375,Q91VU1
ENSMUSG00000022214,Q91VU6
ENSMUSG00000027901,Q91VV4
ENSMUSG00000028843,Q91VW3
ENSMUSG00000038708,Q91VW5
ENSMUSG00000028433,Q91VX2
ENSMUSG00000029569,Q91VX9
ENSMUSG00000052253,Q91VY9
ENSMUSG00000026155,Q91VZ6
ENSMUSG00000022019,Q91W18
ENSMUSG00000032376,Q91W36
ENSMUSG00000039804,Q91W39
ENSMUSG00000040714,Q91W40
ENSMUSG00000045896,Q91W45
ENSMUSG00000068823,Q91W50
ENSMUSG00000015341,Q91W53
ENSMUSG00000026970,Q91W59
ENSMUSG00000055720,Q91W67
ENSMUSG00000010080,Q91W69
ENSMUSG00000032127,Q91W86
ENSMUSG00000032295,Q91W89
ENSMUSG00000038991,Q91W90
ENSMUSG00000029176,Q91W96
ENSMUSG00000022552,Q91WA6
ENSMUSG00000049969,Q91WB4
ENSMUSG00000056770,Q91WC0
ENSMUSG00000039206,Q91WC9
ENSMUSG00000005823,Q91WD0
ENSMUSG00000000776,Q91WD1
ENSMUSG00000013593,Q91WD5
ENSMUSG00000021337,Q91WD9
ENSMUSG00000024787,Q91WE1
ENSMUSG00000031774,Q91WE2
ENSMUSG00000006191,Q91WE6
ENSMUSG00000038417,Q91WF7
ENSMUSG00000061825,Q91WG0
ENSMUSG00000030727,Q91WG2
ENSMUSG00000039826,Q91WG3
ENSMUSG00000024271,Q91WG4
ENSMUSG00000028944,Q91WG5
ENSMUSG00000038305,Q91WJ7
ENSMUSG00000051346,Q91WK1
ENSMUSG00000022312,Q91WK2
ENSMUSG00000034424,Q91WK5
ENSMUSG00000033055,Q91WK7
ENSMUSG00000040600,Q91WL0
ENSMUSG00000020876,Q91WL6
ENSMUSG00000004637,Q91WL8
ENSMUSG00000026915,Q91WM1
ENSMUSG00000058979,Q91WM2
ENSMUSG00000041506,Q91WM3
ENSMUSG00000021811,Q91WN1
ENSMUSG00000039783,Q91WN4
ENSMUSG00000038697,Q91WQ5
ENSMUSG00000032246,Q91WQ9
ENSMUSG00000020412,Q91WR3
ENSMUSG00000040006,Q91WR6
ENSMUSG00000115999,Q91WR6
ENSMUSG00000037710,Q91WS0
ENSMUSG00000038745,Q91WS2
ENSMUSG00000034278,Q91WT4
ENSMUSG00000070780,Q91WT8
ENSMUSG00000024039,Q91WT9
ENSMUSG00000031725,Q91WU0
ENSMUSG00000041143,Q91WU4
ENSMUSG00000003559,Q91WU5
ENSMUSG00000029265,Q91WV0
ENSMUSG00000031575,Q91X20
ENSMUSG00000044496,Q91X21
ENSMUSG00000028082,Q91X43
ENSMUSG00000032513,Q91X51
ENSMUSG00000039450,Q91X52
ENSMUSG00000026197,Q91X58
ENSMUSG00000030895,Q91X72
ENSMUSG00000023031,Q91X79
ENSMUSG00000030527,Q91X84
ENSMUSG00000028700,Q91X88
ENSMUSG00000042229,Q91X96
ENSMUSG00000051359,Q91X97
ENSMUSG00000021556,Q91XA2
ENSMUSG00000062778,Q91XA9
ENSMUSG00000049734,Q91XB0
ENSMUSG00000024875,Q91XB7
ENSMUSG00000039168,Q91XC8
ENSMUSG00000027222,Q91XC9
ENSMUSG00000024395,Q91XD2
ENSMUSG00000031479,Q91XD6
ENSMUSG00000030284,Q91XD7
ENSMUSG00000024866,Q91XE4
ENSMUSG00000040883,Q91XE8
ENSMUSG00000018659,Q91XF0
ENSMUSG00000057363,Q91XL3
ENSMUSG00000033826,Q91XQ0
ENSMUSG00000026589,Q91XT4
ENSMUSG00000021400,Q91XU0
ENSMUSG00000025417,Q91XU3
ENSMUSG00000032038,Q91Y74
ENSMUSG00000028307,Q91Y97
ENSMUSG00000021962,Q91YD3
ENSMUSG00000038775,Q91YD6
ENSMUSG00000029684,Q91YD9
ENSMUSG00000032580,Q91YE7
ENSMUSG00000050315,Q91YE8
ENSMUSG00000024759,Q91YH5
ENSMUSG00000025533,Q91YI0
ENSMUSG00000060216,Q91YI4
ENSMUSG00000022808,Q91YJ2
ENSMUSG00000035443,Q91YJ3
ENSMUSG00000020459,Q91YJ5
ENSMUSG00000058392,Q91YK2
ENSMUSG00000035890,Q91YL2
ENSMUSG00000089917,Q91YL3
ENSMUSG00000029154,Q91YL7
ENSMUSG00000058230,Q91YM2
ENSMUSG00000000384,Q91YM4
ENSMUSG00000030347,Q91YN0
ENSMUSG00000022434,Q91YN1
ENSMUSG00000042215,Q91YN9
ENSMUSG00000020988,Q91YP0
ENSMUSG00000021710,Q91YP2
ENSMUSG00000030225,Q91YP3
ENSMUSG00000030062,Q91YQ5
ENSMUSG00000022451,Q91YR1
ENSMUSG00000026694,Q91YR5
ENSMUSG00000002455,Q91YR7
ENSMUSG00000028378,Q91YR9
ENSMUSG00000030272,Q91YS8
ENSMUSG00000037916,Q91YT0
ENSMUSG00000040025,Q91YT7
ENSMUSG00000026519,Q91YT8
ENSMUSG00000004100,Q91YU8
ENSMUSG00000022136,Q91YW3
ENSMUSG00000037731,Q91YX0
ENSMUSG00000026623,Q91YX5
ENSMUSG00000041278,Q91Z38
ENSMUSG00000053716,Q91Z46
ENSMUSG00000022800,Q91Z49
ENSMUSG00000035637,Q91Z53
ENSMUSG00000034382,Q91Z58
ENSMUSG00000026425,Q91Z67
ENSMUSG00000053093,Q91Z83
ENSMUSG00000050796,Q91Z92
ENSMUSG00000034663,Q91Z96
